Series,Part Number,Name,USD Catalogue,USD Price,CAD Catalogue,CAD Price,Categories,Arm Type,Base Type,Back Material,Back Height,Tilter Prop,Images
Sonic,6513WS,"Armchair, Polypropylene Seat & Back, Wall Saver Frame",GUS,403,GLS,325,Side Chair,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Sonic,6513MB,"Armchair, Polypropylene Seat & Mesh Back",GUS,445,GLS,358,Side Chair,With Arms,    ,Mesh Back,    ,    ,TRUE
Sonic,6513WSMB,"Armchair, Polypropylene Seat & Mesh Back, Wall Saver Frame",GUS,466,GLS,387,Side Chair,With Arms,    ,Mesh Back,    ,    ,TRUE
Sonic,6514,"Armchair, Upholstered Seat & Polypropylene Back",GUS,508,GLS,358,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Sonic,6514WS,"Armchair, Upholstered Seat & Polypropylene Back, Wall Saver Frame",GUS,451,GLS,387,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Sonic,6514MB,"Armchair, Upholstered Seat & Mesh Back",GUS,483,GLS,418,Side Chair,With Arms,    ,Mesh Back,    ,    ,TRUE
Sonic,6514WSMB,"Armchair, Upholstered Seat & Mesh Back, Wall Saver Frame",GUS,518,GLS,447,Side Chair,With Arms,    ,Mesh Back,    ,    ,TRUE
Sonic,6515,"Armchair, Upholstered Seat & Back",GUS,560,GLS,395,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Sonic,6515WS,"Armchair, Upholstered Seat & Back, Wall Saver Frame",GUS,494,GLS,426,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Sonic,6573,"Armchair, Polypropylene Seat & Back, Casters",GUS,529,GLS,392,Side Chair,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Sonic,6573MB,"Armchair, Polypropylene Seat & Mesh Back, Casters",GUS,485,GLS,452,Side Chair,With Arms,    ,Mesh Back,    ,    ,TRUE
Sonic,6574,"Armchair, Upholstered Seat & Polypropylene Back, Casters",GUS,550,GLS,433,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Sonic,6574MB,"Armchair, Upholstered Seat & Mesh Back, Casters",GUS,532,GLS,493,Side Chair,With Arms,    ,Mesh Back,    ,    ,TRUE
Sonic,6575,"Armchair, Upholstered Seat & Back, Casters",GUS,597,GLS,478,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Sonic,6577,"Armless Chair, Polypropylene Seat & Back, Casters",GUS,556,GLS,324,Side Chair,Armless,    ,Polypropylene Back,    ,    ,TRUE
Sonic,6577MB,"Armless Chair, Polypropylene Seat & Mesh Back, Casters",GUS,422,GLS,385,Side Chair,Armless,    ,Mesh Back,    ,    ,TRUE
Sonic,6578,"Armless Chair, Upholstered Seat & Polypropylene Back, Casters",GUS,482,GLS,372,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Sonic,6578MB,"Armless Chair, Upholstered Seat & Mesh Back, Casters",GUS,466,GLS,431,Side Chair,Armless,    ,Mesh Back,    ,    ,TRUE
Sonic,6579,"Armless Chair, Upholstered Seat & Back, Casters",GUS,534,GLS,410,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Sonic,6518,"Armless Chair, Polypropylene Seat & Back, Sled Base",GUS,510,GLS,290,Side Chair,Armless,Sled Base,Polypropylene Back,    ,    ,TRUE
Sonic,6518WS,"Armless Chair, Polypropylene Seat & Back, Wall Saver Sled Base",GUS,397,GLS,318,Side Chair,Armless,Sled Base,Polypropylene Back,    ,    ,TRUE
Sonic,6518MB,"Armless Chair, Polypropylene Seat & Mesh Back, Sled Base",GUS,432,GLS,351,Side Chair,Armless,Sled Base,Mesh Back,    ,    ,TRUE
Sonic,6518WSMB,"Armless Chair, Polypropylene Seat & Mesh Back, Wall Saver Sled Base",GUS,464,GLS,380,Side Chair,Armless,Sled Base,Mesh Back,    ,    ,TRUE
Sonic,6519,"Armless Chair, Upholstered Seat & Polypropylene Back, Sled Base",GUS,501,GLS,351,Side Chair,Armless,Sled Base,Upholstered Back,    ,    ,TRUE
Sonic,6519WS,"Armless Chair, Upholstered Seat & Polypropylene Back, Wall Saver Sled Base",GUS,447,GLS,380,Side Chair,Armless,Sled Base,Upholstered Back,    ,    ,TRUE
Sonic,6519MB,"Armless Chair, Upholstered Seat & Mesh Back, Sled Base",GUS,489,GLS,411,Side Chair,Armless,Sled Base,Mesh Back,    ,    ,TRUE
Sonic,6519WSMB,"Armless Chair, Upholstered Seat & Mesh Back, Wall Saver Sled Base",GUS,510,GLS,440,Side Chair,Armless,Sled Base,Mesh Back,    ,    ,TRUE
Sonic,6521,"Armless Chair, Upholstered Seat & Back, Sled Base",GUS,555,GLS,388,Side Chair,Armless,Sled Base,Upholstered Back,    ,    ,TRUE
Sonic,6521WS,"Armless Chair, Upholstered Seat & Back, Wall Saver Sled Base",GUS,488,GLS,419,Side Chair,Armless,Sled Base,Upholstered Back,    ,    ,TRUE
Sonic,6523,"Armchair, Polypropylene Seat & Back, Sled Base",GUS,525,GLS,357,Side Chair,With Arms,Sled Base,Polypropylene Back,    ,    ,TRUE
Sonic,6523WS,"Armchair, Polypropylene Seat & Back, Wall Saver Sled Base",GUS,462,GLS,386,Side Chair,With Arms,Sled Base,Polypropylene Back,    ,    ,TRUE
Sonic,6523MB,"Armchair, Polypropylene Seat & Mesh Back, Sled Base",GUS,508,GLS,417,Side Chair,With Arms,Sled Base,Mesh Back,    ,    ,TRUE
Sonic,6523WSMB,"Armchair, Polypropylene Seat & Mesh Back, Wall Saver Sled Base",GUS,538,GLS,446,Side Chair,With Arms,Sled Base,Mesh Back,    ,    ,TRUE
Sonic,6524,"Armchair, Upholstered Seat & Polypropylene Back, Sled Base",GUS,563,GLS,417,Side Chair,With Arms,Sled Base,Upholstered Back,    ,    ,TRUE
Sonic,6524WS,"Armchair, Upholstered Seat & Polypropylene Back, Wall Saver Sled Base",GUS,508,GLS,447,Side Chair,With Arms,Sled Base,Upholstered Back,    ,    ,TRUE
Sonic,6524MB,"Armchair, Upholstered Seat & Mesh Back, Sled Base",GUS,571,GLS,478,Side Chair,With Arms,Sled Base,Mesh Back,    ,    ,TRUE
Sonic,6524WSMB,"Armchair, Upholstered Seat & Mesh Back, Wall Saver Sled Base",GUS,588,GLS,509,Side Chair,With Arms,Sled Base,Mesh Back,    ,    ,TRUE
Sonic,6525,"Armchair, Upholstered Seat & Back, Sled Base",GUS,632,GLS,453,Side Chair,With Arms,Sled Base,Upholstered Back,    ,    ,TRUE
Sonic,6525WS,"Armchair, Upholstered Seat & Back, Wall Saver Sled Base",GUS,555,GLS,484,Side Chair,With Arms,Sled Base,Upholstered Back,    ,    ,TRUE
Sonic,6537PB,"Armless Task Chair, Polypropylene Seat & Back, Pedestal Base",GUS,610,GLS,648,Pedestal,Armless,Pedestal Base,Polypropylene Back,    ,    ,TRUE
Sonic,6537TLPB,"Armless Task Chair with Left Tablet, Polypropylene Seat & Back, Pedestal Base",GUS,778,GLS,931,Pedestal,Armless,Pedestal Base,Polypropylene Back,    ,    ,TRUE
Sonic,6537TRPB,"Armless Task Chair with Right Tablet, Polypropylene Seat & Back, Pedestal Base",GUS,1186,GLS,931,Pedestal,Armless,Pedestal Base,Polypropylene Back,    ,    ,TRUE
Sonic,6537MBPB,"Armless Task Chair, Polypropylene Seat & Mesh Back, Pedestal Base",GUS,1186,GLS,708,Pedestal,Armless,Pedestal Base,Mesh Back,    ,    ,TRUE
Sonic,6537MBTLPB,"Armless Task Chair with Left Tablet, Polypropylene Seat & Mesh Back, Pedestal Base",GUS,844,GLS,990,Pedestal,Armless,Pedestal Base,Mesh Back,    ,    ,TRUE
Sonic,6537MBTRPB,"Armless Task Chair with Right Tablet, Polypropylene Seat & Mesh Back, Pedestal Base",GUS,1258,GLS,990,Pedestal,Armless,Pedestal Base,Mesh Back,    ,    ,TRUE
Sonic,6539PB,"Armless Task Chair, Upholstered Seat & Back, Pedestal Base",GUS,1258,GLS,730,Pedestal,Armless,Pedestal Base,Upholstered Back,    ,    ,TRUE
Sonic,6539TLPB,"Armless Task Chair with Left Tablet, Upholstered Seat & Back, Pedestal Base",GUS,866,GLS,1011,Pedestal,Armless,Pedestal Base,Upholstered Back,    ,    ,TRUE
Sonic,6539TRPB,"Armless Task Chair with Right Tablet, Upholstered Seat & Back, Pedestal Base",GUS,1261,GLS,1011,Pedestal,Armless,Pedestal Base,Upholstered Back,    ,    ,TRUE
Sonic,6567PB,"Task Chair, Polypropylene Seat & Back, Pedestal Base",GUS,1261,GLS,712,Pedestal,With Arms,Pedestal Base,Polypropylene Back,    ,    ,TRUE
Sonic,6567TLPB,"Task Chair with Left Tablet, Polypropylene Seat & Back, Pedestal Base",GUS,844,GLS,994,Pedestal,With Arms,Pedestal Base,Polypropylene Back,    ,    ,TRUE
Sonic,6567TRPB,"Task Chair with Right Tablet, Polypropylene Seat & Back, Pedestal Base",GUS,1242,GLS,994,Pedestal,With Arms,Pedestal Base,Polypropylene Back,    ,    ,TRUE
Sonic,6567MBPB,"Task Chair, Polypropylene Seat & Mesh Back, Pedestal Base",GUS,1242,GLS,772,Pedestal,With Arms,Pedestal Base,Mesh Back,    ,    ,TRUE
Sonic,6567MBTLPB,"Task Chair with Left Tablet, Polypropylene Seat & Mesh Back, Pedestal Base",GUS,917,GLS,1053,Pedestal,With Arms,Pedestal Base,Mesh Back,    ,    ,TRUE
Sonic,6567MBTRPB,"Task Chair with Right Tablet, Polypropylene Seat & Mesh Back, Pedestal Base",GUS,1295,GLS,1053,Pedestal,With Arms,Pedestal Base,Mesh Back,    ,    ,TRUE
Sonic,6569PB,"Task Chair, Upholstered Seat & Back, Pedestal Base",GUS,1295,GLS,799,Pedestal,With Arms,Pedestal Base,Upholstered Back,    ,    ,TRUE
Sonic,6569TLPB,"Task Chair with Left Tablet, Upholstered Seat & Back, Pedestal Base",GUS,931,GLS,1080,Pedestal,With Arms,Pedestal Base,Upholstered Back,    ,    ,TRUE
Sonic,6569TRPB,"Task Chair with Right Tablet, Upholstered Seat & Back, Pedestal Base",GUS,1318,GLS,1080,Pedestal,With Arms,Pedestal Base,Upholstered Back,    ,    ,TRUE
Sonic,6558,"Armless Bar Stool, Polypropylene Seat & Back",GUS,1318,GLS,401,Stools,Armless,    ,Polypropylene Back,    ,    ,TRUE
Sonic,6558CS,"Armless Counter Stool, Polypropylene Seat & Back",GUS,517,GLS,401,Stools,Armless,    ,Polypropylene Back,    ,    ,TRUE
Sonic,6558CSMB,"Armless Counter Stool, Polypropylene Seat & Mesh Back",GUS,517,GLS,463,Stools,Armless,    ,Mesh Back,    ,    ,TRUE
Sonic,6558MB,"Armless Bar Stool, Polypropylene Seat & Mesh Back",GUS,603,GLS,463,Stools,Armless,    ,Mesh Back,    ,    ,TRUE
Sonic,6559,"Armless Bar Stool, Upholstered Seat & Polypropylene Back",GUS,603,GLS,444,Stools,Armless,    ,Upholstered Back,    ,    ,TRUE
Sonic,6559CS,"Armless Counter Stool, Upholstered Seat & Polypropylene Back",GUS,561,GLS,444,Stools,Armless,    ,Upholstered Back,    ,    ,TRUE
Sonic,6559CSMB,"Armless Counter Stool, Upholstered Seat & Mesh Back",GUS,561,GLS,505,Stools,Armless,    ,Mesh Back,    ,    ,TRUE
Sonic,6559MB,"Armless Bar Stool, Upholstered Seat & Mesh Back",GUS,628,GLS,505,Stools,Armless,    ,Mesh Back,    ,    ,TRUE
Sonic,6561,"Armless Bar Stool, Upholstered Seat & Back",GUS,628,GLS,484,Stools,Armless,    ,Upholstered Back,    ,    ,TRUE
Sonic,6561CS,"Armless Counter Stool, Upholstered Seat & Back",GUS,610,GLS,484,Stools,Armless,    ,Upholstered Back,    ,    ,TRUE
Sonic,6563,"Bar Stool with Arms, Polypropylene Seat & Back",GUS,610,GLS,472,Stools,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Sonic,6563CS,"Counter Stool with Arms, Polypropylene Seat & Back",GUS,587,GLS,472,Stools,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Sonic,6563CSMB,"Counter Stool with Arms, Polypropylene Seat & Mesh Back",GUS,587,GLS,532,Stools,With Arms,    ,Mesh Back,    ,    ,TRUE
Sonic,6563MB,"Bar Stool with Arms, Polypropylene Seat & Mesh Back",GUS,674,GLS,532,Stools,With Arms,    ,Mesh Back,    ,    ,TRUE
Sonic,6564,"Bar Stool with Arms, Upholstered Seat & Polypropylene Back ",GUS,674,GLS,514,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Sonic,6564CS,"Counter Stool with Arms, Upholstered Seat & Polypropylene Back",GUS,626,GLS,514,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Sonic,6564CSMB,"Counter Stool with Arms, Upholstered Seat & Mesh Back",GUS,626,GLS,574,Stools,With Arms,    ,Mesh Back,    ,    ,TRUE
Sonic,6564MB,"Bar Stool with Arms, Upholstered Seat & Mesh Back",GUS,726,GLS,574,Stools,With Arms,    ,Mesh Back,    ,    ,TRUE
Sonic,6565,"Bar Stool with Arms, Upholstered Seat & Back",GUS,726,GLS,552,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Sonic,6565CS,"Counter Stool with Arms, Upholstered Seat & Back",GUS,668,GLS,552,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Rebound,R5APPG,"Armchair, Polypropylene Seat",GUS,668,GLS,490,Side Chair,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Rebound,R5APPC,"Armchair, Polypropylene Seat, Casters",GUS,559,GLS,540,Side Chair,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Rebound,R5APUG,"Armchair, Upholstered Seat",GUS,615,GLS,630,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Rebound,R5APUC,"Armchair, Upholstered Seat, Casters",GUS,724,GLS,680,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Rebound,R5NPPG,"Armless Chair, Polypropylene Seat ",GUS,780,GLS,379,Side Chair,Armless,    ,Polypropylene Back,    ,    ,TRUE
Rebound,R5NPPC,"Armless Chair, Polypropylene Seat, Casters",GUS,448,GLS,429,Side Chair,Armless,    ,Polypropylene Back,    ,    ,TRUE
Rebound,R5NPUG,"Armless Chair, Upholstered Seat",GUS,504,GLS,519,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Rebound,R5NPUC,"Armless Chair, Upholstered Seat, Casters",GUS,613,GLS,569,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Rebound,R6APP,"Armchair with Sled Base, Polypropylene Seat",GUS,669,GLS,518,Side Chair,With Arms,Sled Base,Polypropylene Back,    ,    ,TRUE
Rebound,R6APU,"Armchair with Sled Base, Upholstered Seat ",GUS,591,GLS,658,Side Chair,With Arms,Sled Base,Upholstered Back,    ,    ,TRUE
Rebound,R6NPP,"Armless Chair with Sled Base, Polypropylene Seat",GUS,755,GLS,407,Side Chair,Armless,Sled Base,Polypropylene Back,    ,    ,TRUE
Rebound,R6NPU,"Armless Chair with Sled Base, Upholstered Seat",GUS,480,GLS,547,Side Chair,Armless,Sled Base,Upholstered Back,    ,    ,TRUE
Rebound,R5CSAPP,"Counter Stool with Arms, Polypropylene Seat",GUS,644,GLS,610,Stools,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Rebound,R5CSAPU,"Counter Stool with Arms, Upholstered Seat",GUS,658,GLS,750,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Rebound,R5CSNPP,"Armless Counter Stool, Polypropylene Seat",GUS,822,GLS,499,Stools,Armless,    ,Polypropylene Back,    ,    ,TRUE
Rebound,R5CSNPU,"Armless Counter Stool, Upholstered Seat",GUS,547,GLS,639,Stools,Armless,    ,Upholstered Back,    ,    ,TRUE
Rebound,R5BSAPP,"Bar Stool with Arms, Polypropylene Seat",GUS,712,GLS,630,Stools,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Rebound,R5BSAPU,"Bar Stool with Arms, Upholstered Seat",GUS,671,GLS,770,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Rebound,R5BSNPP,"Armless Bar Stool, Polypropylene Seat",GUS,836,GLS,519,Stools,Armless,    ,Polypropylene Back,    ,    ,TRUE
Rebound,R5BSNPU,"Armless Bar Stool, Upholstered Seat",GUS,560,GLS,659,Stools,Armless,    ,Upholstered Back,    ,    ,TRUE
Willow,W5APPG,"Armchair, Polypropylene Seat & Back",GUS,725,GLS,486,Side Chair,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Willow,W5APPC,"Armchair, Polypropylene Seat & Back, Casters",GUS,533,GLS,626,Side Chair,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Willow,W5AUPG,"Armchair, Polypropylene Seat & Upholstered Back",GUS,670,GLS,540,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Willow,W5AUPC,"Armchair, Polypropylene Seat & Upholstered Back, Casters",GUS,627,GLS,680,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Willow,W5APUG,"Armchair, Upholstered Seat & Polypropylene Back",GUS,739,GLS,545,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Willow,W5APUC,"Armchair, Upholstered Seat & Polypropylene Back, Casters",GUS,627,GLS,685,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Willow,W5AUUG,"Armchair, Upholstered Seat & Back",GUS,739,GLS,599,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Willow,W5AUUC,"Armchair, Upholstered Seat & Back, Casters",GUS,659,GLS,739,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Willow,W5NPPG,"Armless Chair, Polypropylene Seat & Back",GUS,802,GLS,471,Side Chair,Armless,    ,Polypropylene Back,    ,    ,TRUE
Willow,W5NPPC,"Armless Chair, Polypropylene Seat & Back, Casters",GUS,486,GLS,611,Side Chair,Armless,    ,Polypropylene Back,    ,    ,TRUE
Willow,W5NUPG,"Armless Chair, Polypropylene Seat & Upholstered Back",GUS,621,GLS,525,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Willow,W5NUPC,"Armless Chair, Polypropylene Seat & Upholstered Back, Casters",GUS,578,GLS,665,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Willow,W5NPUG,"Armless Chair, Upholstered Seat & Polypropylene Back",GUS,689,GLS,530,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Willow,W5NPUC,"Armless Chair, Upholstered Seat & Polypropylene Back, Casters",GUS,578,GLS,670,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Willow,W5NUUG,"Armless Chair, Upholstered Seat & Back",GUS,689,GLS,584,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Willow,W5NUUC,"Armless Chair, Upholstered Seat & Back, Casters",GUS,612,GLS,724,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Willow,W530AUU,"Bariatric Armchair, Upholstered Seat & Back",GUS,752,GLS,889,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Willow,W530NUU,"Armless Bariatric Chair, Upholstered Seat & Back",GUS,1034,GLS,874,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Willow,W6APP,"Armchair, Sled Base, Polypropylene Seat & Back",GUS,985,GLS,575,Side Chair,With Arms,Sled Base,Polypropylene Back,    ,    ,TRUE
Willow,W6AUP,"Armchair, Sled Base, Polypropylene Seat & Upholstered Back",GUS,684,GLS,629,Side Chair,With Arms,Sled Base,Upholstered Back,    ,    ,TRUE
Willow,W6APU,"Armchair, Sled Base, Upholstered Seat & Polypropylene Back",GUS,752,GLS,634,Side Chair,With Arms,Sled Base,Upholstered Back,    ,    ,TRUE
Willow,W6AUU,"Armchair, Sled Base, Upholstered Seat & Back",GUS,752,GLS,685,Side Chair,With Arms,Sled Base,Upholstered Back,    ,    ,TRUE
Willow,W6NPP,"Armless Chair, Sled Base, Polypropylene Seat & Back",GUS,815,GLS,560,Side Chair,Armless,Sled Base,Polypropylene Back,    ,    ,TRUE
Willow,W6NUP,"Armless Chair, Sled Base, Polypropylene Seat & Upholstered Back",GUS,634,GLS,614,Side Chair,Armless,Sled Base,Upholstered Back,    ,    ,TRUE
Willow,W6NPU,"Armless Chair, Sled Base, Upholstered Seat & Polypropylene Back",GUS,703,GLS,619,Side Chair,Armless,Sled Base,Upholstered Back,    ,    ,TRUE
Willow,W6NUU,"Armless Chair, Sled Base, Upholstered Seat & Back",GUS,703,GLS,670,Side Chair,Armless,Sled Base,Upholstered Back,    ,    ,TRUE
Willow,W630AUU,"Bariatric Armchair, Sled Base, Upholstered Seat & Back",GUS,766,GLS,978,Side Chair,With Arms,Sled Base,Upholstered Back,    ,    ,TRUE
Willow,W630NUU,"Armless Bariatric Chair, Sled Base, Upholstered Seat & Back",GUS,1159,GLS,960,Side Chair,Armless,Sled Base,Upholstered Back,    ,    ,TRUE
Willow,W5CSAPP,"Counter Stool with Arms, Polypropylene Seat & Back",GUS,1110,GLS,631,Stools,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Willow,W5CSAUP,"Counter Stool with Arms, Polypropylene Seat & Upholstered Back",GUS,748,GLS,685,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Willow,W5CSAPU,"Counter Stool with Arms, Upholstered Seat & Polypropylene Back",GUS,816,GLS,690,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Willow,W5CSAUU,"Counter Stool with Arms, Upholstered Seat & Back",GUS,816,GLS,744,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Willow,W5CSNPP,"Armless Counter Stool, Polypropylene Seat & Back",GUS,880,GLS,616,Stools,Armless,    ,Polypropylene Back,    ,    ,TRUE
Willow,W5CSNUP,"Armless Counter Stool, Polypropylene Seat & Upholstered Back",GUS,698,GLS,670,Stools,Armless,    ,Upholstered Back,    ,    ,TRUE
Willow,W5CSNPU,"Armless Counter Stool, Upholstered Seat & Polypropylene Back",GUS,767,GLS,675,Stools,Armless,    ,Upholstered Back,    ,    ,TRUE
Willow,W5CSNUU,"Armless Counter Stool, Upholstered Seat & Back",GUS,767,GLS,729,Stools,Armless,    ,Upholstered Back,    ,    ,TRUE
Willow,W5BSAPP,"Bar Stool with Arms, Polypropylene Seat & Back",GUS,830,GLS,636,Stools,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Willow,W5BSAUP,"Bar Stool with Arms, Polypropylene Seat & Upholstered Back",GUS,759,GLS,690,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Willow,W5BSAPU,"Bar Stool with Arms, Upholstered Seat & Polypropylene Back ",GUS,828,GLS,695,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Willow,W5BSAUU,"Bar Stool with Arms, Upholstered Seat & Back",GUS,828,GLS,749,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Willow,W5BSNPP,"Armless Bar Stool, Polypropylene Seat & Back",GUS,891,GLS,621,Stools,Armless,    ,Polypropylene Back,    ,    ,TRUE
Willow,W5BSNUP,"Armless Bar Stool, Polypropylene Seat & Upholstered Back",GUS,710,GLS,675,Stools,Armless,    ,Upholstered Back,    ,    ,TRUE
Willow,W5BSNPU,"Armless Bar Stool, Upholstered Seat & Polypropylene Back",GUS,779,GLS,680,Stools,Armless,    ,Upholstered Back,    ,    ,TRUE
Willow,W5BSNUU,"Armless Bar Stool, Upholstered Seat & Back",GUS,779,GLS,734,Stools,Armless,    ,Upholstered Back,    ,    ,TRUE
Willow,W524APP,"Hip Chair, Polypropylene Seat & Back",GUS,842,GLS,671,Side Chair,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Willow,W524AUP,"Hip Chair, Polypropylene Seat & Upholstered Back",GUS,771,GLS,725,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Willow,W524APU,"Hip Chair, Upholstered Seat & Polypropylene Back",GUS,839,GLS,730,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Willow,W524AUU,"Hip Chair, Upholstered Seat & Back",GUS,839,GLS,784,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Willow,W324AUU,"Bariatric Hip Chair, Upholstered Seat & Back",GUS,902,GLS,1074,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Moda,6960,"Four-Legged Armchair, Polypropylene Seat & Back",GUS,1188,GLS,690,Side Chair,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Moda,6961,"Four-Legged Armchair, Upholstered Seat & Polypropylene Back",GUS,773,GLS,812,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Moda,6962,"Armchair, Polypropylene Seat & Back",GUS,912,GLS,596,Side Chair,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Moda,6963,"Armchair, Upholstered Seat & Polypropylene Back",GUS,690,GLS,716,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Chap,1004,"Upholstered Round Back Armchair, Upholstered Waterfall Front Seat",GUS,829,GLS,1325,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Chap,1005,"Wood Round Back Armchair, Upholstered Waterfall Front Seat",GUS,1488,GLS,1070,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Chap,1010,"Wood Back Armchair, Upholstered Waterfall Front Seat",GUS,1310,GLS,1113,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Chap,1011,"Upholstered Back Armchair, Upholstered Waterfall Front Seat",GUS,1307,GLS,1203,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Chap,1014,"Wood Back Armchair, Wood Front Rail",GUS,1315,GLS,1113,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Chap,1015,"Upholstered Back Armchair, Wood Front Rail",GUS,1307,GLS,1203,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Sas,8647,Mid Back Side Chair,GUS,1315,GLS,442,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Sas,8647P,"Mid Back Side Chair, Upholstered Seat",GUS,593,GLS,542,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Sas,8648S24,Mid Back Counter Stool,GUS,765,GLS,657,Stools,With Arms,    ,    ,    ,    ,TRUE
Sas,8648PS24,"Mid Back Counter Stool, Upholstered Seat",GUS,816,GLS,757,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Sas,8648S30,Mid Back Bar Stool,GUS,1005,GLS,657,Stools,With Arms,    ,    ,    ,    ,TRUE
Sas,8648PS30,"Mid Back Bar Stool, Upholstered Seat",GUS,816,GLS,757,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Sas,8648LBNS24,Low Back Counter Stool,GUS,1005,GLS,657,Stools,With Arms,    ,    ,Low Back,    ,TRUE
Sas,8648LBPS24,"Low Back Counter Stool, Upholstered Seat",GUS,875,GLS,757,Stools,With Arms,    ,Upholstered Back,Low Back,    ,TRUE
Sas,8648LBNS30,Low Back Bar Stool,GUS,1005,GLS,657,Stools,With Arms,    ,    ,Low Back,    ,TRUE
Sas,8648LBPS30,"Low Back Bar Stool, Upholstered Seat",GUS,875,GLS,757,Stools,With Arms,    ,Upholstered Back,Low Back,    ,TRUE
Marche,8621,"Side Chair, Open Wood Back ",GUS,1005,GLS,913,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Marche,8621S30,"Bar Stool, Open Wood Back",GUS,1182,GLS,1217,Stools,With Arms,    ,    ,    ,    ,TRUE
Marche,8622,"Side Chair, Upholstered Back",GUS,1536,GLS,969,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Marche,8622S30,"Bar Stool, Upholstered Back",GUS,1193,GLS,1269,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
