Series,Part Number,Name,USD Catalogue,USD Price,CAD Catalogue,CAD Price,Categories,Arm Type,Base Type,Back Material,Back Height,Tilter Prop,Images
Citi Square,S7884L,"Four Seat Sofa, Left Arm",GUS,4929,GLS,3458,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7884NA,"Four Seat Sofa, Armless",GUS,4823,GLS,3458,Lounge,Armless,    ,    ,    ,    ,TRUE
Citi Square,S7884R,"Four Seat Sofa, Right Arm",GUS,4823,GLS,3458,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7890L,"Two Seat Sofa, Left Arm",GUS,4823,GLS,1882,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7890LLT,"Two Seat Sofa, Left Arm & Laminate Tablet",GUS,2403,GLS,2312,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7890R,"Two Seat Sofa, Right Arm",GUS,3022,GLS,1882,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7890RRT,"Two Seat Sofa, Right Arm & Laminate Tablet",GUS,2403,GLS,2312,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7891L,"Three Seat Sofa, Left Arm",GUS,3022,GLS,2432,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7891LLT,"Three Seat Sofa, Left Arm & Laminate Tablet",GUS,3245,GLS,2863,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7891R,"Three Seat Sofa, Right Arm",GUS,3864,GLS,2432,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7891RRT,"Three Seat Sofa, Right Arm & Laminate Tablet",GUS,3245,GLS,2863,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7893,Two Seat Bench,GUS,3864,GLS,1089,Bench,Armless,    ,    ,No Back,    ,TRUE
Citi Square,S7894,Three Seat Bench,GUS,1458,GLS,1547,Bench,Armless,    ,    ,No Back,    ,TRUE
Citi Square,S7895,"Lounge Chair, Armless",GUS,2076,GLS,1328,Lounge,Armless,    ,    ,    ,    ,TRUE
Citi Square,S7896,"Two Seat Sofa, Armless",GUS,1829,GLS,1882,Lounge,Armless,    ,    ,    ,    ,TRUE
Citi Square,S7897,"Three Seat Sofa, Armless",GUS,2403,GLS,2432,Lounge,Armless,    ,    ,    ,    ,TRUE
Citi Square,S7901L,"Lounge Chair, Left Arm",GUS,3245,GLS,1328,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7901LLT,"Lounge Chair, Left Arm & Laminate Tablet",GUS,1829,GLS,1760,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7901R,"Lounge Chair, Right Arm",GUS,2448,GLS,1328,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7901RRT,"Lounge Chair, Right Arm & Laminate Tablet",GUS,1829,GLS,1760,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7902,"Two Seat Sofa, Single Cushion",GUS,2448,GLS,1967,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7902LT,"Two Seat Sofa, Single Cushion, Left Laminate Tablet",GUS,2588,GLS,2399,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7902RT,"Two Seat Sofa, Single Cushion, Right Laminate Tablet",GUS,3208,GLS,2399,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7902LRT,"Two Seat Sofa, Single Cushion, Left & Right Laminate Tablets",GUS,3208,GLS,2829,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7902L,"Two Seat Sofa, Single Cushion, Left Arm",GUS,3829,GLS,1967,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7902LLT,"Two Seat Sofa, Single Cushion, Left Arm & Laminate Tablet",GUS,2403,GLS,2399,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7902NA,"Two Seat Sofa, Single Cushion, Armless",GUS,3022,GLS,1967,Lounge,Armless,    ,    ,    ,    ,TRUE
Citi Square,S7902R,"Two Seat Sofa, Single Cushion, Right Arm",GUS,2403,GLS,1967,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7902RRT,"Two Seat Sofa, Single Cushion, Right Arm & Laminate Tablet",GUS,2403,GLS,2399,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7904,"Four Seat Sofa, Duo Cushions",GUS,3022,GLS,3489,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7904L,"Four Seat Sofa, Duo Cushions, Left Arm",GUS,4929,GLS,3489,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7904NA,"Four Seat Sofa, Duo Cushions, Armless",GUS,4823,GLS,3489,Lounge,Armless,    ,    ,    ,    ,TRUE
Citi Square,S7904R,"Four Seat Sofa, Duo Cushions, Right Arm",GUS,4823,GLS,3489,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7905,"Two Seat Bench, Single Cushion",GUS,4823,GLS,1089,Bench,Armless,    ,    ,No Back,    ,TRUE
Wind,3361,"Lounge Chair, Metal Legs",GUS,1146,GLS,1711,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Wind,3362,"Two Seat Sofa, Metal Legs",GUS,2546,GLS,2288,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Wind,3363,"Three Seat Sofa, Metal Legs",GUS,3383,GLS,2863,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Wind,3431,"Lounge Chair, Wood Legs",GUS,4217,GLS,1968,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Wind,3432,"Two Seat Sofa, Wood Legs",GUS,2796,GLS,2631,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Wind,3433,"Three Seat Sofa, Wood Legs",GUS,3633,GLS,3292,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Wind Linear,3361B,"Ottoman, Metal Legs",GUS,4467,GLS,1290,Bench,Armless,    ,    ,No Back,    ,TRUE
Wind Linear,3361L,"Single Seat, Left Arm, Metal Legs",GUS,1771,GLS,1866,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Wind Linear,3361NA,"Single Seat, Armless, Metal Legs",GUS,2695,GLS,1673,Side Chair,Armless,    ,    ,    ,    ,TRUE
Wind Linear,3361R,"Single Seat, Right Arm, Metal Legs",GUS,2382,GLS,1866,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Wind Linear,3363B,"Bench, Metal Legs",GUS,2695,GLS,1943,Bench,Armless,    ,    ,No Back,    ,TRUE
Wind Linear,3363L,"Three Seat, Left Arm, Metal Legs",GUS,2726,GLS,2672,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Wind Linear,3363NA,"Three Seat, Armless, Metal Legs",GUS,4035,GLS,2479,Side Chair,Armless,    ,    ,    ,    ,TRUE
Wind Linear,3363R,"Three Seat, Right Arm, Metal Legs",GUS,3590,GLS,2672,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Wind Linear,3434B,"Ottoman, Wood Legs",GUS,4035,GLS,1484,Bench,Armless,    ,    ,No Back,    ,TRUE
Wind Linear,3431L,"Single Seat, Left Arm, Wood Legs",GUS,2021,GLS,2146,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Wind Linear,3431NA,"Single Seat, Armless, Wood Legs",GUS,2945,GLS,1924,Side Chair,Armless,    ,    ,    ,    ,TRUE
Wind Linear,3431R,"Single Seat, Right Arm, Wood Legs",GUS,2632,GLS,2146,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Wind Linear,3435B,"Bench, Wood Legs",GUS,2945,GLS,2234,Bench,Armless,    ,    ,No Back,    ,TRUE
Wind Linear,3433L,"Three Seat, Left Arm, Wood Legs",GUS,2976,GLS,3073,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Wind Linear,3433NA,"Three Seat, Armless, Wood Legs",GUS,4285,GLS,2851,Side Chair,Armless,    ,    ,    ,    ,TRUE
Wind Linear,3433R,"Three Seat, Right Arm, Wood Legs",GUS,3840,GLS,3073,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Ballara,9751,Lounge Chair,GUS,4285,GLS,1771,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Ballara,9751L,"Lounge Chair, Left Arm",GUS,2467,GLS,1500,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Ballara,9751NA,"Lounge Chair, Armless",GUS,2110,GLS,1229,Lounge ,Armless,    ,    ,    ,    ,TRUE
Ballara,9751R,"Lounge Chair, Right Arm",GUS,1749,GLS,1500,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Ballara,9752,Two Seat Sofa,GUS,2110,GLS,2794,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Ballara,9752-OB,"Two Seat Sofa, Open Back",GUS,3883,GLS,2761,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Ballara,9752L,"Two Seat Sofa, Left Arm",GUS,3840,GLS,2490,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Ballara,9752L-OB,"Two Seat Sofa, Open Back, Left Arm",GUS,3476,GLS,2459,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Ballara,9752NA,"Two Seat Sofa, Armless",GUS,3437,GLS,2248,Lounge ,Armless,    ,    ,    ,    ,TRUE
Ballara,9752NAHB42,"42” High Back Two Seat Sofa, Armless",GUS,3157,GLS,2563,Lounge ,Armless,    ,    ,High Back,    ,TRUE
Ballara,9752NAHB48,"48” High Back Two Seat Sofa, Armless",GUS,2865,GLS,2671,Lounge ,Armless,    ,    ,High Back,    ,TRUE
Ballara,9752NA-OB,"Two Seat Sofa, Open Back, Armless",GUS,2964,GLS,2218,Lounge ,Armless,    ,    ,    ,    ,TRUE
Ballara,9752R,"Two Seat Sofa, Right Arm",GUS,3115,GLS,2490,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Ballara,9752R-OB,"Two Seat Sofa, Open Back, Right Arm",GUS,3476,GLS,2459,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Ballara,9753,Three Seat Sofa,GUS,3437,GLS,3784,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Ballara,9753-OB,"Three Seat Sofa, Open Back",GUS,5194,GLS,3751,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Ballara,9753L,"Three Seat Sofa, Left Arm",GUS,5157,GLS,3528,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Ballara,9753L-OB,"Three Seat Sofa, Open Back, Left Arm",GUS,4854,GLS,3495,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Ballara,9753NA,"Three Seat Sofa, Armless ",GUS,4810,GLS,3240,Lounge ,Armless,    ,    ,    ,    ,TRUE
Ballara,9753NAHB42,"42” High Back Three Seat Sofa, Armless",GUS,4471,GLS,3912,Lounge ,Armless,    ,    ,High Back,    ,TRUE
Ballara,9753NAHB48,"48” High Back Three Seat Sofa, Armless",GUS,4316,GLS,4144,Lounge ,Armless,    ,    ,High Back,    ,TRUE
Ballara,9753NA-OB,"Three Seat Sofa, Open Back, Armless",GUS,4593,GLS,3208,Lounge ,Armless,    ,    ,    ,    ,TRUE
Ballara,9753R,"Three Seat Sofa, Right Arm",GUS,4426,GLS,3528,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Ballara,9753R-OB,"Three Seat Sofa, Open Back, Right Arm",GUS,4854,GLS,3495,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Ballara,9761,One Seat Bench,GUS,4810,GLS,939,Bench,Armless,    ,    ,No Back,    ,TRUE
Ballara,9762,Two Seat Bench,GUS,1309,GLS,1668,Bench,Armless,    ,    ,No Back,    ,TRUE
Ballara,9763,Three Seat Bench,GUS,2329,GLS,2394,Bench,Armless,    ,    ,No Back,    ,TRUE
Ballara,9764,Corner Unit ,GUS,3296,GLS,1621,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Ballara,9769S24,24”H Stool,GUS,2268,GLS,587,Stools,With Arms,    ,    ,    ,    ,TRUE
Ballara,9769S30,30”H Stool,GUS,858,GLS,656,Stools,With Arms,    ,    ,    ,    ,TRUE
Sirena,3371,Lounge Chair,GUS,935,GLS,1148,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Sirena,3371LTL,Lounge Chair with Left Tablet,GUS,1730,GLS,1561,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Sirena,3371RTL,Lounge Chair with Right Tablet,GUS,2497,GLS,1561,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Sirena,3371C,"Lounge Chair, Casters",GUS,2497,GLS,1242,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Sirena,3371CLTL,"Lounge Chair with Left Tablet, Casters",GUS,1861,GLS,1652,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Sirena,3371CRTL,"Lounge Chair with Right Tablet, Casters",GUS,2640,GLS,1652,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Sirena,3372,Lounge Chair with Book Shelf,GUS,2640,GLS,1371,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Sirena,3372LTL,Lounge Chair with Left Tablet & Book Shelf,GUS,2304,GLS,1782,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Sirena,3372RTL,Lounge Chair with Right Tablet & Book Shelf,GUS,3004,GLS,1782,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Sirena,3372C,"Lounge Chair with Book Shelf, Casters",GUS,3004,GLS,1464,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Sirena,3372CLTL,"Lounge Chair with Left Tablet & Book Shelf, Casters",GUS,2526,GLS,1874,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Sirena,3372CRTL,"Lounge Chair with Right Tablet & Book Shelf, Casters",GUS,3152,GLS,1874,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Sirena,3373,Two Seat Sofa,GUS,3152,GLS,2036,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Sirena,3374,Three Seat Sofa,GUS,3247,GLS,2405,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Camino,5471,"Lounge Chair, Wood Legs",GUS,3904,GLS,2090,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Camino,5471-CP,"Lounge Chair, Wood Legs, Contrast Piping",GUS,2626,GLS,2239,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Camino,5471-MP,"Lounge Chair, Wood Legs, Matching Piping",GUS,2827,GLS,2090,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Camino,5472,"Two Seat Sofa, Wood Legs",GUS,2626,GLS,2944,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Camino,5472-CP,"Two Seat Sofa, Wood Legs, Contrast Piping",GUS,3721,GLS,3140,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Camino,5472-MP,"Two Seat Sofa, Wood Legs, Matching Piping",GUS,3987,GLS,2944,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Camino,5473,"Three Seat Sofa, Wood Legs",GUS,3721,GLS,3800,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Camino,5473-CP,"Three Seat Sofa, Wood Legs, Contrast Piping",GUS,4816,GLS,4039,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Camino,5473-MP,"Three Seat Sofa, Wood Legs, Matching Piping",GUS,5147,GLS,3800,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Camino,5481,"Lounge Chair, Aluminum Legs",GUS,4816,GLS,1955,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Camino,5481-CP,"Lounge Chair, Aluminum Legs, Contrast Piping",GUS,2626,GLS,2104,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Camino,5481-MP,"Lounge Chair, Aluminum Legs, Matching Piping",GUS,2827,GLS,1955,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Camino,5482,"Two Seat Sofa, Aluminum Legs",GUS,2626,GLS,2809,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Camino,5482-CP,"Two Seat Sofa, Aluminum Legs, Contrast Piping",GUS,3721,GLS,3004,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Camino,5482-MP,"Two Seat Sofa, Aluminum Legs, Matching Piping",GUS,3987,GLS,2809,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Camino,5483,"Three Seat Sofa, Aluminum Legs",GUS,3721,GLS,3665,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Camino,5483-CP,"Three Seat Sofa, Aluminum Legs, Contrast Piping",GUS,4816,GLS,3903,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Camino,5483-MP,"Three Seat Sofa, Aluminum Legs, Matching Piping",GUS,5147,GLS,3665,Lounge ,With Arms,    ,    ,    ,    ,TRUE
ML,ML171724,"24""H Counter Stool",GUS,4816,GLS,1483,Stools,With Arms,    ,    ,    ,    ,TRUE
ML,ML171730,"30""H Bar Stool",GUS,1581,GLS,1517,Stools,With Arms,    ,    ,    ,    ,TRUE
ML,ML171733,"33""H Bar Stool",GUS,1631,GLS,1550,Stools,With Arms,    ,    ,    ,    ,TRUE
ML,ML2121,Ottoman,GUS,1663,GLS,1454,Bench,Armless,    ,    ,No Back,    ,TRUE
ML,ML2326,Dining Chair,GUS,1122,GLS,2083,Lounge,With Arms,    ,    ,    ,    ,TRUE
ML,ML2630,Lounge Chair,GUS,1317,GLS,2328,Lounge,With Arms,    ,    ,    ,    ,TRUE
Venture,8506-48,"48”W Two Seater Banquette, Closed Back",GUS,1976,GLS,3174,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Venture,8506-60,"60”W Two Seater Banquette, Closed Back",GUS,3002,GLS,3703,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Venture,8506-72,"72”W Three Seater Banquette, Closed Back",GUS,3579,GLS,4122,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Venture,8506-78,"78”W Three Seater Banquette, Closed Back",GUS,3813,GLS,4409,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Venture,8507-48,"48”W Two Seater Banquette, Open Back",GUS,4182,GLS,3012,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Venture,8507-60,"60”W Two Seater Banquette, Open Back",GUS,2825,GLS,3504,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Venture,8507-72,"72”W Three Seater Banquette, Open Back",GUS,3217,GLS,3885,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Venture,8507-78,"78”W Three Seater Banquette, Open Back",GUS,3606,GLS,4134,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Venture,8508-48,"48”W Four Seater Banquette, Double Back",GUS,3961,GLS,4545,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Venture,8508-60,"60”W Four Seater Banquette, Double Back",GUS,5449,GLS,5325,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Venture,8508-72,"72”W Six Seater Banquette, Double Back",GUS,6313,GLS,5993,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Venture,8508-78,"78”W Six Seater Banquette, Double Back",GUS,7496,GLS,6530,Lounge ,With Arms,    ,    ,    ,    ,TRUE
ML Park,ML2634,Ottoman ,GUS,8377,GLS,1525,Bench,Armless,    ,    ,No Back,    ,TRUE
ML Park,ML4634,Lounge Chair,GUS,2177,GLS,2932,Lounge,With Arms,    ,    ,    ,    ,TRUE
ML Park,ML6634,Two Seat Sofa,GUS,3731,GLS,5018,Lounge,With Arms,    ,    ,    ,    ,TRUE
ML Park,ML8634,Three Seat Sofa,GUS,4028,GLS,5916,Lounge,With Arms,    ,    ,    ,    ,TRUE
Lux,LX2226SC,Side Chair,GUS,5314,GLS,1410,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Lux,LX2426AC,Armchair ,GUS,1089,GLS,1778,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Lux,LX3433CH,Lounge Chair,GUS,1414,GLS,2869,Lounge,With Arms,    ,    ,    ,    ,TRUE
Lux,LX3636OTT,Ottoman ,GUS,2754,GLS,1915,Bench,Armless,    ,    ,No Back,    ,TRUE
Lux,LX6033S,Two Seat Sofa,GUS,2630,GLS,4100,Lounge,With Arms,    ,    ,    ,    ,TRUE
Lux,LX8033S,Three Seat Sofa,GUS,2843,GLS,4948,Lounge,With Arms,    ,    ,    ,    ,TRUE
Prairie,3481,Lounge Chair,GUS,4092,GLS,1502,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Prairie,3482,Two Seat Sofa,GUS,2129,GLS,2050,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Prairie,3483,Three Seat Sofa,GUS,3021,GLS,2599,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Braden,7870,"Single Seater, Armless",GUS,3798,GLS,581,Lounge ,Armless,    ,    ,    ,    ,TRUE
Braden,7870L,"Single Seater, Left Arm",GUS,808,GLS,870,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Braden,7870R,"Single Seater, Right Arm",GUS,921,GLS,870,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Braden,7871,Single Seater,GUS,921,GLS,1158,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Braden,7872,Corner Unit 60°,GUS,1136,GLS,638,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Braden,7873,Corner Unit 30°,GUS,746,GLS,638,Lounge ,With Arms,    ,    ,    ,    ,TRUE
Bakhita,6750,"Armchair, Polymer Seat & Back",GUS,746,GLS,340,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Bakhita,6751,"Side Chair, Polymer Seat & Back",GUS,294,GLS,306,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Bakhita,6752,"Armchair, Upholstered Seat & Polymer Back",GUS,261,GLS,410,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Bakhita,6753,"Side Chair, Upholstered Seat & Polymer Back",GUS,529,GLS,376,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Bakhita,6754,"Armless Bar Stool, Polymer Seat & Back",GUS,484,GLS,472,Stools,Armless,    ,    ,    ,    ,TRUE
Bakhita,6755,"Armless Bar Stool, Upholstered Seat & Polymer Back",GUS,395,GLS,539,Stools,Armless,    ,Upholstered Back,    ,    ,TRUE
Industrial,3256-50,"Granada Industrial Task Stool, Armless",GUS,656,,,Stools,Armless,    ,    ,    ,    ,TRUE
Industrial,9667-64,Minotaur Operator Stool,GUS,1447,,,Stools,With Arms,    ,    ,    ,    ,TRUE
Industrial,9632-50,Minotaur High Traffic Work Stool,GUS,1496,,,Stools,With Arms,    ,    ,    ,    ,TRUE
File Buddy,1105,"Swivel Stool, 5"" Pneumatic, 20"" Base",GUS,562,GLS,313,Stools,With Arms,    ,    ,    ,    ,TRUE
File Buddy,1110,"Swivel Stool, 10"" Pneumatic, 22"" Base",GUS,418,GLS,379,Stools,With Arms,    ,    ,    ,    ,TRUE
Robust,2526,"High Back Heavy Duty Multi-Tilter, Headrest",GUS,490,GLS,2418,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
Robust,2527,Medium Back Heavy Duty Multi-Tilter,GUS,2725,GLS,2240,Task Seating,With Arms,    ,    ,Medium Back,Multi-Tilter,TRUE
Saxon,2512-3,High Back Heavy Duty Multi-Tilter,GUS,2542,GLS,1530,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
Popcorn,6741,"Armless Task Chair, Polypropylene Seat & Back",GUS,1820,GLS,425,Task Seating,Armless,    ,Polypropylene Back,    ,    ,TRUE
Popcorn,6741TL,"Armless Task Chair with Left Tablet, Polypropylene Seat & Back",GUS,504,GLS,686,Task Seating,Armless,    ,Polypropylene Back,    ,    ,TRUE
Popcorn,6741TR,"Armless Task Chair with Right Tablet, Polypropylene Seat & Back",GUS,842,GLS,734,Task Seating,Armless,    ,Polypropylene Back,    ,    ,TRUE
Popcorn,6743,"Armless Task Chair, Upholstered Seat & Polypropylene Back",GUS,842,GLS,551,Task Seating,Armless,    ,Upholstered Back,    ,    ,TRUE
Popcorn,6743TL,"Armless Task Chair with Left Tablet, Upholstered Seat & Polypropylene Back",GUS,617,GLS,830,Task Seating,Armless,    ,Upholstered Back,    ,    ,TRUE
Popcorn,6743TR,"Armless Task Chair with Right Tablet, Upholstered Seat & Polypropylene Back",GUS,955,GLS,830,Task Seating,Armless,    ,Upholstered Back,    ,    ,TRUE
Popcorn,6710,"Armchair, Polypropylene Seat & Back",GUS,955,GLS,302,Side Chair,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Popcorn,6711,"Armless Chair, Polypropylene Seat & Back",GUS,347,GLS,223,Side Chair,Armless,    ,Polypropylene Back,    ,    ,TRUE
Popcorn,6712,"Armchair, Upholstered Seat & Polypropylene Back",GUS,228,GLS,397,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Popcorn,6713,"Armless Chair, Upholstered Seat & Polypropylene Back",GUS,454,GLS,317,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Popcorn,6710BS,"Barstool with Arms, Polypropylene Seat & Back",GUS,336,GLS,499,Stools,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Popcorn,6710CS,"Counter Stool with Arms, Polypropylene Seat & Back",GUS,561,GLS,468,Stools,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Popcorn,6711BS,"Armless Barstool, Polypropylene Seat & Back",GUS,561,GLS,418,Stools,Armless,    ,Polypropylene Back,    ,    ,TRUE
Popcorn,6711CS,"Armless Counter Stool, Polypropylene Seat & Back",GUS,405,GLS,386,Stools,Armless,    ,Polypropylene Back,    ,    ,TRUE
Popcorn,6712BS,"Barstool with Arms, Upholstered Seat & Polypropylene Back",GUS,405,GLS,593,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Popcorn,6712CS,"Counter Stool with Arms, Upholstered Seat & Polypropylene Back",GUS,674,GLS,562,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Popcorn,6713BS,"Armless Barstool, Upholstered Seat & Polypropylene Back",GUS,674,GLS,514,Stools,Armless,    ,Upholstered Back,    ,    ,TRUE
Popcorn,6713CS,"Armless Counter Stool, Upholstered Seat & Polypropylene Back",GUS,551,GLS,480,Stools,Armless,    ,Upholstered Back,    ,    ,TRUE
Popcorn,6714,Medium Density Dolly,GUS,551,GLS,825,Dolly,Armless,    ,    ,    ,    ,TRUE
Popcorn,6715,High Density Dolly,GUS,772,GLS,825,Dolly,Armless,    ,    ,    ,    ,TRUE
Flap,6775,Folding Chair,GUS,772,GLS,250,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Flap,6777,Chair Dolly,GUS,214,GLS,788,Dolly,Armless,    ,    ,    ,    ,TRUE
Spyker,6790,Armchair,GUS,614,GLS,308,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Spyker,6791,Armless Chair,GUS,261,GLS,277,Side Chair,Armless,    ,    ,    ,    ,TRUE
Spyker,6756,Chair Dolly,GUS,234,GLS,367,Dolly,Armless,    ,    ,    ,    ,TRUE
Key,2151,Nesting Armchair,,,GLS,229,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Key,2152,Nesting Armless Chair,,,GLS,204,Side Chair,Armless,    ,    ,    ,    ,TRUE
Locust,2121,Stacking Armchair,,,GLS,1454,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Locust,2122,"Stacking Chair, Armless",,,GLS,272,Side Chair,Armless,    ,    ,    ,    ,TRUE
Locust,FP15,Chair Dolly,,,GLS,188,Dolly,Armless,    ,    ,    ,    ,TRUE
